Type-TH,Type-EN,SubType-TH,SubType-EN,Attraction-name TH,Attraction-name EN,Organization-Unit-TH,Organization-Unit-EN,Latitude,Longtiude,Open-Houre,Image-URL,Facility,Contact,Province,District,Subdistrict,,,,,,,
สวนรุกขชาติ,Arboretum,สวนรุกขชาติวังปอพาน,Wang Por Phan Arboretum,สวนรุกขชาติวังปอพาน ห้วยวังปอพาน เส้นทางเดินศึกษาธรรมชาติรอบหนองน้ำและป่าเต็งรัง,Wang Por Phan Arboretum,สำนักวิจัยการอนุรักษ์ป่าไม้และพันธุ์พืช,Forest and Plant Conservation Reseach Office,17.2033,104.5256,08.30 - 16.30 น.,,"ลานจอดรถ, ศาลาริมน้ำ, สำนักงานชั่วคราว, อาคารแสดงนิทรรศการ , ห้องน้ำ ไฟฟ้า ",ต.ปลาปาก อ.ปลาปาก จ. นครพนม  48160 E-mail : n.kasamar@yahoo.com,นครพนม,ปลาปาก,ปลาปาก,,,,,,,
สวนรุกขชาติ,Arboretum,สวนรุกขชาติบ้านดุง,BanDung Arboretum,สวนรุกขชาติบ้านดุง เส้นทางศึกษาธรรมชาติ,Baan Dung Arboretum / Nature trail,สำนักวิจัยการอนุรักษ์ป่าไม้และพันธุ์พืช,Forest and Plant Conservation Reseach Office,17.69117,103.2679,08.30 - 16.30 น.,,ศาลาพักผ่อน อาคารเอนกประสงค์ ห้องน้ำ ไฟฟ้า บ้านพัก,ต.ศรีสุทโธ อ.บ้านดุง จ.อุดรธานี 41190 E-mail :kudta.50@gmail.com,อุดรธานี,เมือง,หมากแข้ง,,,,,,,
สวนรุกขชาติ,Arboretum,สวนรุกขชาติ 60 ปี ความสัมพันธ์ทางการทูตไทย-ลาว ,Thai - Laos Arboretum in Celebrating of 60 years of Diplomatic Relations,สวนรุกขชาติ 60 ปี ความสัมพันธ์ทางการทูตไทย-ลาว ,Thai - Laos Arboretum in Celebrating of 60 years of Diplomatic Relations,สำนักวิจัยการอนุรักษ์ป่าไม้และพันธุ์พืช,Forest and Plant Conservation Reseach Office,17.85647,102.72795,08.30 - 16.30 น.,,ห้องน้ำ ห้องสุขา จำนวน 2 หลัง แบ่งเป็น อาบน้ำชาย 1 ห้อง สุขาชาย 4 ห้อง และ ห้องอาบน้ำหญิง 2 ห้อง สุขาหญิง 10 ห้อง และห้องน้ำห้องสุขาคนพิการ 1 ห้อง  ศาลาพักผ่อนแปดเหลี่ยมขนาดเล็ก 3  หลัง ศาลาพักผ่อนแปดเหลี่ยมขนาดใหญ่  1 หลัง,ตำบลหนองกอมเกาะ อำเภอเมือง จังหวัดหนองคาย 43000 E-mail : thailaosarb@gmail.com Tel : 0818665054,หนองคาย,เมือง,หนองกอมเกาะ,,,,,,,
สวนรุกขชาติ,Arboretum,สวนรุกขชาติบ้านแพะ,Banphae Arboretum,สวนรุกขชาติบ้านแพะ,Banphae Arboretum,สำนักวิจัยการอนุรักษ์ป่าไม้และพันธุ์พืช,Forest and Plant Conservation Reseach Office,17.40423,100.329035,08.30 - 16.30 น.,,สำนักงานชั่วคราว ห้องพักชั่วคราว ซุ้มศาลาพักผ่อน ห้องน้ำ ไฟฟ้า น้ำประปาภูเขา,ม.7 ต.บ่อทอง อ.ทองแสนขัน จ. อุตรดิตถ์ 53230 e-mail : suphawat43@hotmail.com,อุตรดิตถ์,ทองแสนขัน,บ่อทอง,,,,,,,
สวนรุกขชาติ,Arboretum,สวนรุกขชาติซับชมภู,Sub Chom Phu Arboretum,สวนรุกขชาติซับชมภู,Sub Chom Phu Arboretum,สำนักวิจัยการอนุรักษ์ป่าไม้และพันธุ์พืช,Forest and Plant Conservation Reseach Office,15.926512,100.96106,08.30 - 16.30 น.,,อาคาร สำนักงานชั่วคราว ศาลาพักผ่อน ห้องน้ำ-สุขา,ม.8 ต.บ้านโภชน์ อ.หนองไผ่ จ. เพชรบูรณ์ 67140 E-mail :maruj29@hotmail.com,เพรชบูรณ์,หนองไผ่,บ้านโภชน์,,,,,,,
สวนรุกขชาติ,Arboretum,สวนรุกขชาติเมืองราด,Meaungrat  Arboretum,สวนรุกขชาติเมืองราด,Meaungrat  Arboretum,สำนักวิจัยการอนุรักษ์ป่าไม้และพันธุ์พืช,Forest and Plant Conservation Reseach Office,16.445995,101.122443,ทุกวัน 08.30 - 16.30 น.,,สำนักงาน บ้านพัก ศาลาพักผ่อน ห้องน้ำ ไฟฟ้า น้ำประปา อินเตอร์เน็ต,32 หมู่ 5 ต.น้ำชุน อ.หล่มสัก จ. เพชรบูรณ์ 67110 E-mail : maunglard@yahoo.co.th,เพรชบูรณ์,หล่มสัก,น้ำชุน,,,,,,,
สวนรุกขชาติ,Arboretum,สวนรุกขชาติไพศาลี (ซับสมบูรณ์),Phaisale Arboretum,สวนรุกขชาติไพศาลี,Phaisale Arboretum,สำนักวิจัยการอนุรักษ์ป่าไม้และพันธุ์พืช,Forest and Plant Conservation Reseach Office,15.546738,100.78059,ทุกวัน 08.30 - 16.30 น.,,ศูนย์บริการข้อมูลและนิทรรศการ 1 หลัง บ้านพักรับรองนักท่องเที่ยว 2 หลัง ห้องสุขา (ชาย หญิง) ขนาด 8 ห้อง 2 หลัง ลานกางเต้นท์ ขนาด 100 หลัง 2 แห่ง เส้นทางศึกษาธรรมชาติ 1 แห่ง เส้นทางศึกษาพรรณไม้  1 แห่ง,หมู่ 6 ต.วังข่อย อ.ไพศาลี จ.นครสวรรค์ 60220  E-mail : nat12nuch@gmail.com,นครสวรรค์,ไพศาลี,วังข่อย,,,,,,,
สวนรุกขชาติ,Arboretum,สวนรุกขชาติกาญจนกุมาร,Kan cha na ku man Arboretum,วัดมหาธาตุ,Wat  Ma Ha Tat,สำนักวิจัยการอนุรักษ์ป่าไม้และพันธุ์พืช,Forest and Plant Conservation Reseach Office,16.049911,100.296658,06.00 - 18.00 น.,,ห้องน้ำ ลานกางเต้นท์,19/47 ถ.โกสีย์ใต้ ต.ปากน้ำโพ อ.เมือง จ. นครสวรรค์  60000 E-mail : su_trakun@hotmail.com,พิจิตร,เมือง,โรงช้าง,,,,,,,
สวนรุกขชาติ,Arboretum,สวนรุกขชาติห้วยทรายขาว,Huai Sai Khao Arboretum,สวนรุกขชาติห้วยทรายขาว,Huai Sai Khao Arboretum,สำนักวิจัยการอนุรักษ์ป่าไม้และพันธุ์พืช,Forest and Plant Conservation Reseach Office,18.094868,99.851183,08.30 - 16.30 น.,,เรือนเพาะชำ อาคาร สำนักงาน ซุ้มที่นั่งพักผ่อนหย่อนใจ,ต.ห้วยอ้อ อ.ลอง จ. แพร่ 54150 E-mail: kanyarat50@hotmail.com,แพร่,ลอง,ห้วยอ้อ,,,,,,,
สวนรุกขชาติ,Arboretum,สวนรุกขชาติห้วยโรง,Huay Rong Arboretum,น้ำตกห้วยโรง,Huay Rong Waterfall,สำนักวิจัยการอนุรักษ์ป่าไม้และพันธุ์พืช,Forest and Plant Conservation Reseach Office,18.442393,100.449017,08.30 - 16.30 น.,,อาคารสำนักงาน ศาลาพักผ่อนหย่อนใจ ห้องน้ำ,อ.ร้องกวาง จ. แพร่ 54140 Tel : 0979188486,แพร่,ร้องกวาง,ห้วยโรง,,,,,,,
สวนรุกขชาติ,Arboretum,สวนรุกขชาติช่อแฮ,Cho Hae Arboretum,สวนรุกขชาติช่อแฮ,Cho Hae Arboretum,สำนักวิจัยการอนุรักษ์ป่าไม้และพันธุ์พืช,Forest and Plant Conservation Reseach Office,18.086679,100.2031,08.30 - 16.30 น.,,อาคารสำนักงาน ศาลาพักผ่อนหย่อนใจ ห้องน้ำ,อ.เมือง จ. แพร่ 54000 Tel : 0882602895,แพร่,เมือง,ช่อแฮ,,,,,,,
สวนรุกขชาติ,Arboretum,สวนรุกขชาติห้วยทาก,Huay Tak Arboretum,สวนรุกขชาติห้วยทาก,Huay Tak Arboretum,สำนักวิจัยการอนุรักษ์ป่าไม้และพันธุ์พืช,Forest and Plant Conservation Reseach Office,18.6344,99.9064,08.30 - 16.30 น.,,ซุ้มที่นั่งพักผ่อนหย่อนใจ,ต.บ้านหวด อ.งาว จ. ลำปาง 52110 E-mail : santi4547@hotmail.com,ลำปาง ,งาว,บ้านหวด,,,,,,,
สวนรุกขชาติ,Arboretum,สวนรุกขชาติพระบาท,PhraBaht  Arboretum,สวนรุกขชาติพระบาท,PhraBaht  Arboretum,สำนักวิจัยการอนุรักษ์ป่าไม้และพันธุ์พืช,Forest and Plant Conservation Reseach Office,18.2539,99.5639,ทุกวัน 08.30 - 16.30 น.,,อาคารสำนักงาน ศาลาพักผ่อนหย่อนใจ ห้องน้ำ,E-mail : mamuto_911@hotmail.com  Tel : 089-8508737,ลำปาง ,เมือง,พระบาท,,,,,,,
